sample,sample_index,image_id,target_id,target_category_id,epsilon,cci_region,tp_region,switched,cci_selection_target,tp_selection_target,selection_target_delta,cci_selection_worst_margin,tp_selection_worst_margin,selection_feasible_count,selection_target_tie_count,selection_margin_tie_count,best_candidate_coverage,cci_pmax_pm,tp_pmax_pm,delta_pmax_pm,cci_pmax_agg,tp_pmax_agg,delta_pmax_agg,cci_eval_target,tp_eval_target,delta_eval_target,cci_bbox,tp_bbox,delta_bbox,cci_pm_fail,tp_pm_fail,cci_agg_fail,tp_agg_fail,cci_pmean_all_pm,tp_pmean_all_pm,cci_pmean_all_agg,tp_pmean_all_agg,cci_v_rate_agg,tp_v_rate_agg,cci_v_mass_agg,tp_v_mass_agg,cci_hidden_tail_debt,tp_hidden_tail_debt
16205,16205,534213,9,9,0.02,6,6,False,0.1952737,0.1952737,0.0,-0.8684011,-0.8684011,1,1,1,0.6625,-0.95750684,-0.95750684,0.0,-0.8986281786669499,-0.8986281786669499,0.0,-0.08993601,-0.08993601,0.0,0.0,0.0,0.0,True,True,True,True,-0.01802876,-0.01802876,-0.01833582604043338,-0.01833582604043338,0.5443037974683544,0.5443037974683544,0.14758572430402528,0.14758572430402528,False,False
16206,16206,366137,1,1,0.02,3,3,False,0.23213655,0.23213655,0.0,-0.32069647,-0.32069647,2,1,1,0.9625,-0.44505236,-0.44505236,0.0,-0.36607871600670083,-0.36607871600670083,0.0,0.17009674,0.17009674,0.0,1.0,1.0,0.0,True,True,True,True,1.0677398,1.0677398,1.088253685813417,1.088253685813417,0.05063291139240506,0.05063291139240506,0.008072195363629827,0.008072195363629827,True,True
16207,16207,59740,67,67,0.02,2,2,False,0.70081604,0.70081604,0.0,-0.68940496,-0.68940496,1,1,1,0.85,-0.8565216,-0.8565216,0.0,-0.866567150661268,-0.866567150661268,0.0,0.5459077,0.5459077,0.0,1.0,1.0,0.0,True,True,True,True,0.3286622,0.3286622,0.332051612446149,0.332051612446149,0.22784810126582278,0.22784810126582278,0.07651601671886372,0.07651601671886372,True,True
16208,16208,102555,1,1,0.02,7,7,False,0.55070674,0.55070674,0.0,-1.1009732,-1.1009732,1,1,1,0.9125,-0.723563,-0.723563,0.0,-0.738018113101123,-0.738018113101123,0.0,0.6118397,0.6118397,0.0,1.0,1.0,0.0,True,True,True,True,0.70709854,0.70709854,0.7206670487839686,0.7206670487839686,0.0379746835443038,0.0379746835443038,0.014479931707500605,0.014479931707500605,True,True
16209,16209,357312,1,1,0.02,0,0,False,0.15621567,0.15621567,0.0,-0.08314119,-0.08314119,1,1,1,0.8,-0.06390878,-0.06390878,0.0,-0.05807840903587408,-0.05807840903587408,0.0,0.17445542,0.17445542,0.0,0.0,0.0,0.0,True,True,True,True,0.09353578,0.09353578,0.09530966441397601,0.09530966441397601,0.10126582278481013,0.10126582278481013,0.0021531630260115463,0.0021531630260115463,False,False
16210,16210,396972,1,1,0.02,2,2,False,0.35527465,0.35527465,0.0,-0.54910195,-0.54910195,1,1,1,0.9625,-0.444249,-0.444249,0.0,-0.417678697995673,-0.417678697995673,0.0,0.4841572,0.4841572,0.0,0.875,0.875,0.0,True,True,True,True,0.5809517,0.5809517,0.591939681406976,0.591939681406976,0.0379746835443038,0.0379746835443038,0.010167466175060558,0.010167466175060558,True,True
16211,16211,404820,1,1,0.02,3,3,False,0.22280316,0.22280316,0.0,-0.108456984,-0.108456984,1,1,1,0.8875,-0.14990163,-0.14990163,0.0,-0.1535048220563186,-0.1535048220563186,0.0,0.18109776,0.18109776,0.0,0.0,0.0,0.0,True,True,True,True,0.047995467,0.047995467,0.04890152262216732,0.04890152262216732,0.26582278481012656,0.26582278481012656,0.009799433714157143,0.009799433714157143,False,False
16212,16212,508119,1,1,0.02,6,6,False,0.2857168,0.2857168,0.0,-0.2205632,-0.2205632,1,1,1,0.975,-0.38433227,-0.38433227,0.0,-0.3628223080158858,-0.3628223080158858,0.0,0.24679421,0.24679421,0.0,0.6875,0.6875,0.0,True,True,True,True,1.0592018,1.0592018,1.0795388480012758,1.0795388480012758,0.0379746835443038,0.0379746835443038,0.008327438310734816,0.008327438310734816,True,True
16213,16213,283984,33,33,0.02,7,7,False,1.4001743,1.4001743,0.0,0.5451908,0.5451908,1,1,1,1.0,0.40390837,0.40390837,0.0,0.550260927332911,0.550260927332911,0.0,1.2113352,1.2113352,0.0,1.0,1.0,0.0,False,False,False,False,1.5596184,1.5596184,1.589090155377928,1.589090155377928,0.0,0.0,0.0,0.0,False,False
16214,16214,236162,63,63,0.02,0,0,False,0.9119279,0.9119279,0.0,-0.2991174,-0.2991174,1,1,1,0.9875,-0.33435583,-0.33435583,0.0,-0.34160137906834975,-0.34160137906834975,0.0,0.7123439,0.7123439,0.0,1.0,1.0,0.0,True,True,True,True,0.90589124,0.90589124,0.9201507783040197,0.9201507783040197,0.012658227848101266,0.012658227848101266,0.004324068089472782,0.004324068089472782,True,True
16215,16215,448024,15,15,0.02,0,0,False,0.5346641,0.5346641,0.0,-0.3078686,-0.3078686,1,1,1,0.9875,-0.13336524,-0.13336524,0.0,-0.1366023557146635,-0.1366023557146635,0.0,0.5003842,0.5003842,0.0,1.0,1.0,0.0,True,True,True,True,0.8901191,0.8901191,0.9077296434474809,0.9077296434474809,0.012658227848101266,0.012658227848101266,0.0017291437432235886,0.0017291437432235886,True,True
16216,16216,57149,7,7,0.02,5,5,False,0.9734881,0.9734881,0.0,0.05163151,0.05163151,1,1,1,1.0,-0.19292092,-0.19292092,0.0,-0.10097659828705174,-0.10097659828705174,0.0,0.5847904,0.5847904,0.0,1.0,1.0,0.0,True,True,True,True,0.49032173,0.49032173,0.4987148195967528,0.4987148195967528,0.10126582278481013,0.10126582278481013,0.005884806486738447,0.005884806486738447,True,True
16217,16217,138834,3,3,0.02,3,3,False,0.9569898,0.9569898,0.0,-0.14905411,-0.14905411,1,1,1,0.9875,-0.15227468,-0.15227468,0.0,-0.1552058537566784,-0.1552058537566784,0.0,0.8838162,0.8838162,0.0,1.0,1.0,0.0,True,True,True,True,0.78484917,0.78484917,0.7978910446320178,0.7978910446320178,0.012658227848101266,0.012658227848101266,0.0019646310602111187,0.0019646310602111187,True,True
16218,16218,39516,61,61,0.02,3,3,False,0.41673857,0.41673857,0.0,-2.8314607,-2.8314607,1,1,1,0.7375,-2.7836056,-2.7836056,0.0,-2.847429276938811,-2.847429276938811,0.0,0.15262184,0.15262184,0.0,1.0,1.0,0.0,True,True,True,True,0.2641684,0.2641684,0.2688154705782796,0.2688154705782796,0.34177215189873417,0.34177215189873417,0.20277590031733156,0.20277590031733156,True,True
16219,16219,85045,6,6,0.02,2,2,False,1.4425526,1.4425526,0.0,0.8147508,0.8147508,1,1,1,1.0,0.3977503,0.3977503,0.0,0.42682193911234867,0.42682193911234867,0.0,1.0798463,1.0798463,0.0,1.0,1.0,0.0,False,False,False,False,1.2770811,1.2770811,1.302656169598223,1.302656169598223,0.0,0.0,0.0,0.0,False,False
16220,16220,140661,63,63,0.02,0,0,False,1.7158078,1.7158078,0.0,0.49331546,0.49331546,1,1,1,1.0,0.30798912,0.30798912,0.0,0.30709010657200153,0.30709010657200153,0.0,1.4969021,1.4969021,0.0,0.2692307692307692,0.2692307692307692,0.0,False,False,False,False,0.91636866,0.91636866,0.9273423322287193,0.9273423322287193,0.0,0.0,0.0,0.0,False,False
16221,16221,506569,1,1,0.02,0,0,False,0.15961936,0.15961936,0.0,-0.5614444,-0.5614444,1,1,1,0.7625,-0.6795117,-0.6795117,0.0,-0.6926906348139558,-0.6926906348139558,0.0,0.17185931,0.17185931,0.0,0.0,0.0,0.0,True,True,True,True,-0.05542384,-0.05542384,-0.0565451705681132,-0.0565451705681132,0.620253164556962,0.620253164556962,0.11206258676347143,0.11206258676347143,False,False
16222,16222,511002,13,13,0.02,2,2,False,1.3044381,1.3044381,0.0,0.18635213,0.18635213,1,1,1,1.0,0.4020892,0.4020892,0.0,0.4517859825380738,0.4517859825380738,0.0,1.4105417,1.4105417,0.0,1.0,1.0,0.0,False,False,False,False,1.2398539,1.2398539,1.2606997878880848,1.2606997878880848,0.0,0.0,0.0,0.0,False,False
16223,16223,439410,1,1,0.02,3,3,False,0.2030444,0.2030444,0.0,-0.011248052,-0.011248052,1,1,1,0.9875,-0.25602636,-0.25602636,0.0,-0.2343005740780618,-0.2343005740780618,0.0,-0.049787093,-0.049787093,0.0,1.0,1.0,0.0,True,True,True,True,0.38145936,0.38145936,0.3887805636381449,0.3887805636381449,0.11392405063291139,0.11392405063291139,0.007912836832976803,0.007912836832976803,True,True
16224,16224,272961,19,19,0.02,0,0,False,2.2903063,2.2903063,0.0,2.9383476,2.9383476,1,1,1,1.0,1.6964003,1.6964003,0.0,1.8748145872944835,1.8748145872944835,0.0,1.2165408,1.2165408,0.0,1.0,1.0,0.0,False,False,False,False,3.8894262,3.8894262,3.959537759081501,3.959537759081501,0.0,0.0,0.0,0.0,False,False
16225,16225,326332,1,1,0.02,6,6,False,0.49031633,0.49031633,0.0,0.2304756,0.2304756,1,1,1,1.0,-0.12686591,-0.12686591,0.0,-0.12922831742463076,-0.12922831742463076,0.0,0.35344127,0.35344127,0.0,1.0,1.0,0.0,True,True,True,True,0.69250804,0.69250804,0.7056435675820447,0.7056435675820447,0.012658227848101266,0.012658227848101266,0.0016358014863877312,0.0016358014863877312,True,True
16226,16226,250893,1,1,0.02,7,7,False,1.9651834,1.9651834,0.0,-0.80780923,-0.80780923,1,1,1,0.975,-2.0600998,-2.0600998,0.0,-1.8165363445826515,-1.8165363445826515,0.0,1.0361557,1.0361557,0.0,0.96,0.96,0.0,True,True,True,True,1.7704078,1.7704078,1.804146582441938,1.804146582441938,0.10126582278481013,0.10126582278481013,0.06315825220521921,0.06315825220521921,True,True
16227,16227,56350,1,1,0.02,5,5,False,0.3759089,0.3759089,0.0,-0.9827413,-0.9827413,1,1,1,0.725,-0.79683423,-0.79683423,0.0,-0.7523653045448568,-0.7523653045448568,0.0,0.2681769,0.2681769,0.0,0.9,0.9,0.0,True,True,True,True,0.2536818,0.2536818,0.25845085915345,0.25845085915345,0.31645569620253167,0.31645569620253167,0.09045442466893042,0.09045442466893042,True,True
16228,16228,13729,1,1,0.02,1,1,False,0.541094,0.541094,0.0,-0.49279934,-0.49279934,1,1,1,0.7,-0.59427327,-0.59427327,0.0,-0.5456259538100381,-0.5456259538100381,0.0,0.4053615,0.4053615,0.0,0.36363636363636365,0.36363636363636365,0.0,True,True,True,True,0.13699871,0.13699871,0.13965128855829378,0.13965128855829378,0.3291139240506329,0.3291139240506329,0.07172156338297919,0.07172156338297919,False,False
16229,16229,96530,21,21,0.02,2,2,False,3.5623941,3.5623941,0.0,2.5548205,2.5548205,1,1,1,1.0,2.158136,2.158136,0.0,2.1930496165481284,2.1930496165481284,0.0,3.1997697,3.1997697,0.0,0.8095238095238095,0.8095238095238095,0.0,False,False,False,False,3.874139,3.874139,3.9427172121973832,3.9427172121973832,0.0,0.0,0.0,0.0,False,False
16230,16230,200365,67,67,0.02,1,1,False,0.965339,0.965339,0.0,-7.0585847,-7.0585847,1,1,1,0.8125,-6.6440225,-6.6440225,0.0,-6.76487663493668,-6.76487663493668,0.0,0.66285723,0.66285723,0.0,1.0,1.0,0.0,True,True,True,True,0.8455698,0.8455698,0.8586701521936746,0.8586701521936746,0.1518987341772152,0.1518987341772152,0.2011428056410615,0.2011428056410615,True,True
16231,16231,450396,1,1,0.02,3,3,False,0.2522334,0.2522334,0.0,-0.40738362,-0.40738362,1,1,1,0.7,-0.3680428,-0.3680428,0.0,-0.3737355607469784,-0.3737355607469784,0.0,0.26808926,0.26808926,0.0,0.75,0.75,0.0,True,True,True,True,0.07510453,0.07510453,0.0765095342348718,0.0765095342348718,0.1518987341772152,0.1518987341772152,0.018294905024205655,0.018294905024205655,True,True
16232,16232,27935,64,64,0.02,6,6,False,0.41543126,0.41543126,0.0,0.048113495,0.048113495,1,1,1,1.0,-0.06303799,-0.06303799,0.0,-0.038411550486140034,-0.038411550486140034,0.0,0.35110775,0.35110775,0.0,1.0,1.0,0.0,True,True,True,True,0.45748067,0.45748067,0.46738988175389096,0.46738988175389096,0.0379746835443038,0.0379746835443038,0.0006546445285601931,0.0006546445285601931,True,True
16233,16233,209527,1,1,0.02,6,6,False,0.6419678,0.6419678,0.0,-0.3541355,-0.3541355,1,1,1,0.8875,-0.4449933,-0.4449933,0.0,-0.42195686641925806,-0.42195686641925806,0.0,0.38669452,0.38669452,0.0,1.0,1.0,0.0,True,True,True,True,0.13766272,0.13766272,0.1400907193878037,0.1400907193878037,0.2911392405063291,0.2911392405063291,0.04242315568910121,0.04242315568910121,True,True
16234,16234,123836,25,25,0.02,7,7,False,6.271381,6.271381,0.0,2.5511775,2.5511775,1,1,1,1.0,2.03212,2.03212,0.0,2.170905238505609,2.170905238505609,0.0,4.7000246,4.7000246,0.0,0.8,0.8,0.0,False,False,False,False,6.807077,6.807077,6.949104277903448,6.949104277903448,0.0,0.0,0.0,0.0,False,False
16235,16235,58569,6,6,0.02,7,7,False,0.6635185,0.6635185,0.0,-0.40607423,-0.40607423,1,1,1,0.8625,-0.2876906,-0.2876906,0.0,-0.25863121736368067,-0.25863121736368067,0.0,0.6359746,0.6359746,0.0,0.9696969696969697,0.9696969696969697,0.0,True,True,True,True,0.39499485,0.39499485,0.4031322627824412,0.4031322627824412,0.13924050632911392,0.13924050632911392,0.014323584447513008,0.014323584447513008,True,True
16236,16236,540006,1,1,0.02,0,0,False,0.70245874,0.70245874,0.0,-0.9320028,-0.9320028,1,1,1,0.7,-0.92164683,-0.92164683,0.0,-0.9396423296923689,-0.9396423296923689,0.0,0.690933,0.690933,0.0,1.0,1.0,0.0,True,True,True,True,0.1809125,0.1809125,0.18409429317029324,0.18409429317029324,0.24050632911392406,0.24050632911392406,0.07093642482118188,0.07093642482118188,True,True
16237,16237,359105,1,1,0.02,4,4,False,0.15739007,0.15739007,0.0,-0.049537078,-0.049537078,1,1,1,0.925,-0.057412658,-0.057412658,0.0,-0.05332008966964799,-0.05332008966964799,0.0,0.141394,0.141394,0.0,0.0,0.0,0.0,True,True,True,True,0.028177,0.028177,0.028696531365943967,0.028696531365943967,0.189873417721519,0.189873417721519,0.0038181113983342865,0.0038181113983342865,False,False
16238,16238,12268,31,31,0.02,2,2,False,2.3878665,2.3878665,0.0,0.6617218,0.6617218,1,1,1,1.0,0.8053567,0.8053567,0.0,0.8557118920507056,0.8557118920507056,0.0,2.4340162,2.4340162,0.0,1.0,1.0,0.0,False,False,False,False,2.4747355,2.4747355,2.5277467379706695,2.5277467379706695,0.0,0.0,0.0,0.0,False,False
16239,16239,52700,67,67,0.02,1,1,False,0.84270513,0.84270513,0.0,0.39998695,0.39998695,1,1,1,1.0,0.3795799,0.3795799,0.0,0.3828682909596621,0.3828682909596621,0.0,0.798809,0.798809,0.0,1.0,1.0,0.0,False,False,False,False,1.0243105,1.0243105,1.040111764726889,1.040111764726889,0.0,0.0,0.0,0.0,False,False
16240,16240,386193,85,85,0.02,2,2,False,1.6807475,1.6807475,0.0,0.9437286,0.9437286,1,1,1,1.0,1.0862519,1.0862519,0.0,1.0988379661203391,1.0988379661203391,0.0,1.8591189,1.8591189,0.0,0.7777777777777778,0.7777777777777778,0.0,False,False,False,False,3.1389093,3.1389093,3.1934109649524722,3.1934109649524722,0.0,0.0,0.0,0.0,False,False
16241,16241,531126,1,1,0.02,2,5,True,0.21227619,0.20209366,-0.01018253,-1.554785,-0.26981613,2,1,1,0.875,-0.97707206,-0.24472165,0.7323504,-0.9981075495610787,-0.2452700310686865,0.7528375184923922,0.25763586,0.2469027,-0.010733157,0.05555555555555555,0.8333333333333334,0.7777777777777778,True,True,True,True,0.08730963,0.15309308,0.08907257355210488,0.1559735207989443,0.35443037974683544,0.21518987341772153,0.08622144071005698,0.01718982268355198,False,True
16242,16242,328530,1,1,0.02,5,5,False,0.40626696,0.40626696,0.0,-0.6445763,-0.6445763,1,1,1,0.525,-0.43438077,-0.43438077,0.0,-0.3946932436277334,-0.3946932436277334,0.0,0.4256867,0.4256867,0.0,0.4444444444444444,0.4444444444444444,0.0,True,True,True,True,0.16633298,0.16633298,0.1695165403866219,0.1695165403866219,0.27848101265822783,0.27848101265822783,0.046695086350158226,0.046695086350158226,False,False
16243,16243,346377,9,9,0.02,0,0,False,1.3449386,1.3449386,0.0,0.22845316,0.22845316,1,1,1,1.0,0.080662906,0.080662906,0.0,0.25053554790828203,0.25053554790828203,0.0,0.97268397,0.97268397,0.0,0.6896551724137931,0.6896551724137931,0.0,False,False,False,False,0.8365218,0.8365218,0.8526043341708226,0.8526043341708226,0.0,0.0,0.0,0.0,False,False
16244,16244,57323,4,4,0.02,1,1,False,4.65838,4.65838,0.0,3.0819292,3.0819292,1,1,1,1.0,2.557668,2.557668,0.0,2.6038466307356334,2.6038466307356334,0.0,4.323611,4.323611,0.0,0.6666666666666666,0.6666666666666666,0.0,False,False,False,False,5.7849345,5.7849345,5.892475514651756,5.892475514651756,0.0,0.0,0.0,0.0,False,False
16245,16245,40886,1,1,0.02,7,7,False,0.15361904,0.15361904,0.0,-0.38445425,-0.38445425,1,1,1,0.6,-0.3879551,-0.3879551,0.0,-0.393638657530155,-0.393638657530155,0.0,0.063436754,0.063436754,0.0,0.631578947368421,0.631578947368421,0.0,True,True,True,True,0.01883485,0.01883485,0.019225289324309794,0.019225289324309794,0.3924050632911392,0.3924050632911392,0.0301576525296031,0.0301576525296031,True,True
16246,16246,319345,4,4,0.02,7,7,False,1.635886,1.635886,0.0,0.98713654,0.98713654,1,1,1,1.0,0.9622796,0.9622796,0.0,1.0401187723192187,1.0401187723192187,0.0,1.638557,1.638557,0.0,0.9210526315789473,0.9210526315789473,0.0,False,False,False,False,1.9983286,1.9983286,2.0350822502580512,2.0350822502580512,0.0,0.0,0.0,0.0,False,False
16247,16247,12927,1,1,0.02,2,2,False,0.5677178,0.5677178,0.0,-0.7729608,-0.7729608,1,1,1,0.9625,-1.1259683,-1.1259683,0.0,-1.117047177769332,-1.117047177769332,0.0,0.43602374,0.43602374,0.0,0.8,0.8,0.0,True,True,True,True,1.129505,1.129505,1.1508518719755783,1.1508518719755783,0.10126582278481013,0.10126582278481013,0.04506768455755981,0.04506768455755981,True,True
16248,16248,208663,56,56,0.02,3,3,False,1.9058628,1.9058628,0.0,0.20413291,0.20413291,1,1,1,1.0,0.549735,0.549735,0.0,0.5573783355283928,0.5573783355283928,0.0,2.132945,2.132945,0.0,0.9,0.9,0.0,False,False,False,False,1.539323,1.539323,1.5651905495929,1.5651905495929,0.0,0.0,0.0,0.0,False,False
16249,16249,29136,1,1,0.02,1,1,False,0.4504266,0.4504266,0.0,0.17436701,0.17436701,1,1,1,1.0,-0.4023929,-0.4023929,0.0,-0.3442570856679843,-0.3442570856679843,0.0,0.15611108,0.15611108,0.0,1.0,1.0,0.0,True,True,True,True,0.5352625,0.5352625,0.5458130132545789,0.5458130132545789,0.02531645569620253,0.02531645569620253,0.004360946938277716,0.004360946938277716,True,True
16250,16250,57703,1,1,0.02,5,5,False,0.46410146,0.46410146,0.0,-0.6038101,-0.6038101,1,1,1,0.6,-0.6791658,-0.6791658,0.0,-0.6698509211345737,-0.6698509211345737,0.0,0.418224,0.418224,0.0,0.041666666666666664,0.041666666666666664,0.0,True,True,True,True,-0.04825005,-0.04825005,-0.04924353518432428,-0.04924353518432428,0.569620253164557,0.569620253164557,0.13635291523837392,0.13635291523837392,False,False
16251,16251,424246,1,1,0.02,2,2,False,0.7822307,0.7822307,0.0,-0.61463386,-0.61463386,1,1,1,0.8875,-0.88768655,-0.88768655,0.0,-0.9031500962631956,-0.9031500962631956,0.0,0.32725596,0.32725596,0.0,1.0,1.0,0.0,True,True,True,True,0.1878375,0.1878375,0.19152083780673562,0.19152083780673562,0.24050632911392406,0.24050632911392406,0.07507321317905982,0.07507321317905982,True,True
16252,16252,94846,1,1,0.02,3,3,False,0.3677003,0.3677003,0.0,-1.6355469,-1.6355469,1,1,1,0.75,-1.5954441,-1.5954441,0.0,-1.640212532132848,-1.640212532132848,0.0,0.29947433,0.29947433,0.0,0.3793103448275862,0.3793103448275862,0.0,True,True,True,True,0.14761293,0.14761293,0.15008811934276642,0.15008811934276642,0.34177215189873417,0.34177215189873417,0.10757726637720802,0.10757726637720802,False,False
16253,16253,262227,72,72,0.02,0,0,False,0.12702294,0.12702294,0.0,-0.40626013,-0.40626013,2,1,1,0.875,-0.43398032,-0.43398032,0.0,-0.4414093700902204,-0.4414093700902204,0.0,0.051757872,0.051757872,0.0,0.0,0.0,0.0,True,True,True,True,0.075649686,0.075649686,0.07677434133963615,0.07677434133963615,0.1518987341772152,0.1518987341772152,0.013787930237425442,0.013787930237425442,False,False
16254,16254,499826,22,22,0.02,2,2,False,0.5806548,0.5806548,0.0,-0.13945717,-0.13945717,1,1,1,0.9625,-0.22804816,-0.22804816,0.0,-0.21740449962998448,-0.21740449962998448,0.0,0.36157277,0.36157277,0.0,0.9333333333333333,0.9333333333333333,0.0,True,True,True,True,0.5916972,0.5916972,0.6038114649183042,0.6038114649183042,0.0379746835443038,0.0379746835443038,0.0035631543111373145,0.0035631543111373145,True,True
16255,16255,303418,79,79,0.02,1,1,False,1.1940656,1.1940656,0.0,-0.08931208,-0.08931208,1,1,1,0.9875,-0.09635303,-0.09635303,0.0,-0.04121418086958806,-0.04121418086958806,0.0,0.9743181,0.9743181,0.0,0.8,0.8,0.0,True,True,True,True,1.3577548,1.3577548,1.381215705810448,1.381215705810448,0.012658227848101266,0.012658227848101266,0.000521698492020102,0.000521698492020102,True,True
16256,16256,352582,1,1,0.02,2,2,False,0.32480866,0.32480866,0.0,0.23122928,0.23122928,1,1,1,1.0,-0.36502442,-0.36502442,0.0,-0.2882245865778732,-0.2882245865778732,0.0,0.24702354,0.24702354,0.0,1.0,1.0,0.0,True,True,True,True,0.87822896,0.87822896,0.8954632585148556,0.8954632585148556,0.05063291139240506,0.05063291139240506,0.0072824884615196915,0.0072824884615196915,True,True
16257,16257,152298,70,70,0.02,5,5,False,1.4206191,1.4206191,0.0,-1.2321466,-1.2321466,1,1,1,0.9625,-0.9762213,-0.9762213,0.0,-1.00207340284924,-1.00207340284924,0.0,1.3256344,1.3256344,0.0,0.0,0.0,0.0,True,True,True,True,1.0043403,1.0043403,1.0183800157798415,1.0183800157798415,0.05063291139240506,0.05063291139240506,0.01584781486977856,0.01584781486977856,False,False
16258,16258,509028,7,7,0.02,1,1,False,1.3211533,1.3211533,0.0,0.4215176,0.4215176,1,1,1,1.0,0.16450791,0.16450791,0.0,0.18305004675314174,0.18305004675314174,0.0,1.0342993,1.0342993,0.0,0.7948717948717948,0.7948717948717948,0.0,False,False,False,False,0.9109597,0.9109597,0.9268127198175822,0.9268127198175822,0.0,0.0,0.0,0.0,False,False
16259,16259,277991,1,1,0.02,7,7,False,0.4607869,0.4607869,0.0,-0.41558352,-0.41558352,1,1,1,0.7125,-0.42681932,-0.42681932,0.0,-0.4056387862505359,-0.4056387862505359,0.0,0.3984146,0.3984146,0.0,0.4864864864864865,0.4864864864864865,0.0,True,True,True,True,-0.010125448,-0.010125448,-0.010413071422603948,-0.010413071422603948,0.4936708860759494,0.4936708860759494,0.07264017724982248,0.07264017724982248,False,False
16260,16260,9262,88,88,0.02,1,1,False,3.200632,3.200632,0.0,0.28725147,0.28725147,1,1,1,1.0,0.36988506,0.36988506,0.0,0.3798288149424258,0.3798288149424258,0.0,3.121459,3.121459,0.0,1.0,1.0,0.0,False,False,False,False,4.232171,4.232171,4.314125472126175,4.314125472126175,0.0,0.0,0.0,0.0,False,False
16261,16261,539874,1,1,0.02,5,5,False,0.41139296,0.41139296,0.0,-0.49566445,-0.49566445,1,1,1,0.95,-0.76811814,-0.76811814,0.0,-0.7383542314781748,-0.7383542314781748,0.0,0.11012072,0.11012072,0.0,0.8695652173913043,0.8695652173913043,0.0,True,True,True,True,0.25915328,0.25915328,0.26407620074964266,0.26407620074964266,0.20253164556962025,0.20253164556962025,0.039963991529635354,0.039963991529635354,True,True
16262,16262,91304,63,63,0.02,2,2,False,3.003008,3.003008,0.0,2.0289643,2.0289643,1,1,1,1.0,1.9211055,1.9211055,0.0,1.9833191101762582,1.9833191101762582,0.0,2.8476639,2.8476639,0.0,0.9393939393939394,0.9393939393939394,0.0,False,False,False,False,3.2011898,3.2011898,3.249978227012619,3.249978227012619,0.0,0.0,0.0,0.0,False,False
16263,16263,440045,1,1,0.02,3,3,False,0.12075446,0.12075446,0.0,-0.08254557,-0.08254557,1,1,1,0.775,-0.10289722,-0.10289722,0.0,-0.09156199809132691,-0.09156199809132691,0.0,0.11182425,0.11182425,0.0,0.5882352941176471,0.5882352941176471,0.0,True,True,True,True,0.17012239,0.17012239,0.17335480835296152,0.17335480835296152,0.06329113924050633,0.06329113924050633,0.002421594690376242,0.002421594690376242,True,True
16264,16264,543577,7,7,0.02,1,1,False,2.9632487,2.9632487,0.0,1.9053535,1.9053535,1,1,1,1.0,0.99647063,0.99647063,0.0,1.1919152224238134,1.1919152224238134,0.0,2.1164024,2.1164024,0.0,1.0,1.0,0.0,False,False,False,False,2.2224004,2.2224004,2.2620336073794634,2.2620336073794634,0.0,0.0,0.0,0.0,False,False
16265,16265,462904,19,19,0.02,5,5,False,3.2767491,3.2767491,0.0,2.1079195,2.1079195,1,1,1,1.0,2.2317173,2.2317173,0.0,2.273394179276913,2.273394179276913,0.0,3.7748373,3.7748373,0.0,1.0,1.0,0.0,False,False,False,False,3.7724924,3.7724924,3.831352788373012,3.831352788373012,0.0,0.0,0.0,0.0,False,False
16266,16266,380756,6,6,0.02,3,3,False,1.3364675,1.3364675,0.0,0.29272306,0.29272306,1,1,1,1.0,0.2974294,0.2974294,0.0,0.3592208763627739,0.3592208763627739,0.0,0.8797841,0.8797841,0.0,1.0,1.0,0.0,False,False,False,False,1.2592772,1.2592772,1.2838141022284113,1.2838141022284113,0.0,0.0,0.0,0.0,False,False
16267,16267,545735,28,28,0.02,0,0,False,3.3409724,3.3409724,0.0,2.6285272,2.6285272,1,1,1,1.0,2.2131667,2.2131667,0.0,2.265461147892244,2.265461147892244,0.0,2.8068047,2.8068047,0.0,1.0,1.0,0.0,False,False,False,False,3.144205,3.144205,3.2149838633106205,3.2149838633106205,0.0,0.0,0.0,0.0,False,False
16268,16268,495687,1,1,0.02,5,5,False,2.3956814,2.3956814,0.0,0.6906271,0.6906271,1,1,1,1.0,0.63191,0.63191,0.0,0.6719777606482344,0.6719777606482344,0.0,2.2485268,2.2485268,0.0,0.28125,0.28125,0.0,False,False,False,False,1.7834858,1.7834858,1.8170552979634935,1.8170552979634935,0.0,0.0,0.0,0.0,False,False
16269,16269,421360,1,1,0.02,6,6,False,1.233181,1.233181,0.0,-0.5901923,-0.5901923,1,1,1,0.9625,-0.37796402,-0.37796402,0.0,-0.3827326542916638,-0.3827326542916638,0.0,1.0401925,1.0401925,0.0,1.0,1.0,0.0,True,True,True,True,0.8915526,0.8915526,0.9085085275470484,0.9085085275470484,0.02531645569620253,0.02531645569620253,0.005354213199073501,0.005354213199073501,True,True
16270,16270,406976,63,63,0.02,4,4,False,0.6014875,0.6014875,0.0,0.13216963,0.13216963,1,1,1,1.0,-0.05420971,-0.05420971,0.0,-0.03044495269621217,-0.03044495269621217,0.0,0.46033284,0.46033284,0.0,1.0,1.0,0.0,True,True,True,True,0.47664532,0.47664532,0.4837906034676334,0.4837906034676334,0.012658227848101266,0.012658227848101266,0.0003853791480533186,0.0003853791480533186,True,True
